Q2	Q3504248
Q1494823	Q5
Q1494863	Q15891112 Q2570643
Q1494879	Q15891112 Q2570643
Q1494980	Q5398426
Q1495753	Q5
Q1496403	Q4022
Q1496627	Q11424
Q1496662	Q875538 Q45400320 Q3918
Q1496809	Q5
Q1497387	
Q1497633	Q1187580 Q1006876
Q1497677	Q34442
Q1497725	Q5
Q1497744	Q5
Q1498222	Q930752
Q1498471	Q3231690
Q1498898	Q34442
Q1499064	
Q1499331	Q34442
Q1499422	Q3231690
Q1499436	Q34442
Q1499692	Q11424
Q1499998	Q8054
Q1500022	Q4022
Q1500846	Q7397
Q1501882	
Q1501889	
Q1502037	Q215380
Q1502062	Q3231690
Q1502348	Q431603
Q1502763	Q6881511 Q4830453
Q1502873	Q341 Q591919
Q1502891	Q5
Q1503325	Q7755
Q1503700	Q11424
Q1503818	Q6881511 Q4830453
Q1504300	
Q1504358	Q23866334
Q1504424	Q1110794
Q1505649	Q14941854
Q1506900	Q5
Q1507002	Q5
Q1507013	Q5
Q1507032	Q7278 Q23702035
Q1507305	Q5
Q1507689	Q11424
Q1507861	Q5
Q1508143	Q3024240 Q3624078
Q1508234	Q507619 Q6881511 Q4830453
Q1508241	Q5
Q1508265	Q5
Q1508489	Q5
Q1508542	Q5
Q1508758	Q11424
Q1508842	Q5
Q1509041	Q5
Q1509145	Q162875
Q1509188	Q5
Q1509429	Q5398426
Q1509562	
Q1509874	Q5
Q1510035	Q4445055
Q1510064	Q11424
Q1510173	Q5
Q1510198	Q5
Q1510835	
Q1512172	Q4830453
Q1512605	Q341 Q174989
Q1512876	Q839954 Q1081138
Q1512971	Q3231690
Q1513025	Q3231690
Q1513486	Q8261
Q1514711	Q3231690
Q1514799	Q383092
Q1514886	Q82794 Q1414991
Q1514908	Q21994376
Q1515355	Q5
Q1516058	Q820655
Q1516254	Q18127
Q1516450	Q6881511 Q4830453
Q1516546	Q134447
Q1516610	Q11424
Q1516936	Q1093829
Q1517021	Q875538 Q45400320
Q1517213	Q1076486
Q1517320	Q2867136 Q375928
Q1517519	Q47461344
Q1517713	Q15891112 Q2570643
Q1517901	Q11424
Q1518057	Q7278
Q1518127	Q1093829
Q1518356	Q131186 Q163740
Q1518795	Q3231690
Q1518802	Q3231690
Q1518804	Q23002039 Q1620945 Q3918
Q1518944	Q820655
Q1519099	Q35456
Q1519934	Q482994
Q1520078	Q5
Q1520197	Q532 Q1115575
Q1520229	
Q1520505	Q5
Q1520619	Q1110794
Q1520670	Q1093829
Q1520800	Q5
Q1520862	Q1520859
Q1520889	Q46831
Q1521097	Q16670557
Q1522169	Q46831
Q1522184	Q5
Q1522269	Q5
Q1522397	Q5
Q1522455	Q5
Q1522599	Q5
Q1522649	Q5
Q1523434	Q5
Q1523773	Q5
Q1523834	Q4022
Q1523969	Q5
Q1524158	Q5
Q1524597	Q6881511 Q4830453
Q1524840	Q47053
Q1525558	Q15891112 Q2570643
Q1525712	Q5
Q1525928	Q15891112 Q2570643
Q1525955	Q15891112 Q2570643
Q1526305	Q23002054 Q233324
Q1526580	Q5
Q1526814	Q15891112 Q2570643
Q1527666	Q1349255
Q1527954	Q5
Q1528343	Q3231690
Q1528686	Q8719053
Q1528869	Q5
Q1529105	Q215380
Q1529151	Q23413
Q1529219	Q1248784
Q1530476	Q5
Q1530559	Q5
Q1530721	Q27865755 Q1762059 Q375336 Q1107679
Q1532072	Q5
Q1532247	Q16917
Q1532497	Q618779
Q1532617	
Q1532824	Q5
Q1532854	Q215380
Q1532983	Q4164871
Q1533038	Q3199915
Q1533887	Q11424
Q1533908	Q3231690
Q1534839	Q44409287
Q1535022	Q21188110
Q1535333	Q8072 Q8502
Q1535587	Q4830453
Q1535751	Q4022
Q1535788	Q1762059
Q1535858	Q658255 Q4830453
Q1535979	Q581714
Q1536003	Q18127
Q1536380	Q428303
Q1536457	Q4830453
Q1537326	Q34442
Q1537375	Q2867136
Q1537446	Q174782
Q1537568	Q11424
Q1537625	Q3231690
Q1537673	
Q1537677	Q188860
Q1537683	Q174989 Q7397
Q1537703	Q15416
Q1537829	Q3231690
Q1538110	Q5
Q1538124	Q124757
Q1538128	Q215380
Q1538285	Q1007870 Q17431399 Q207694
Q1538332	Q4022
Q1538473	Q3231690
Q1538693	Q5
Q1538734	Q21070568
Q1538935	Q215380
Q1539016	
Q1539053	Q215380
Q1539223	Q5
Q1539297	Q55558200
Q1539426	Q4164871 Q28640
Q1539509	Q7725634
Q1539609	Q15891112 Q2570643
Q1540446	Q3199915
Q1540648	Q8054
Q1540695	Q273120
Q1541064	Q173253
Q1541098	Q2516357
Q1541219	Q14073567
Q1541237	Q5
Q1541282	Q5
Q1541569	Q133056 Q757292
Q1542066	Q3231690
Q1542109	
Q1542338	Q641066
Q1542478	Q1780506
Q1542521	Q4164871
Q1542536	Q43229 Q41298 Q4830453
Q1542594	Q131681
Q1542725	Q215380
Q1542937	Q3231690
Q1543066	Q5398426 Q1358344
Q1543111	Q3231690
Q1543446	Q12136 Q42303753 Q929833
Q1543576	Q215380
Q1543585	Q6881511 Q4830453
Q1544126	Q41298
Q1544144	Q215380
Q1544555	Q188913
Q1544834	Q4022
Q1545426	Q5
Q1545459	Q5741069
Q1545870	Q483110
Q1545971	Q5398426
Q1546341	Q5398426
Q1546449	Q37726
Q1546589	Q5
Q1547557	Q1248784 Q644371
Q1547558	Q5
Q1547803	Q215380
Q1548153	Q130003
Q1548475	Q1002697
Q1548685	Q3231690
Q1549389	Q730038 Q6881511 Q4830453
Q1549408	Q6881511 Q4830453
Q1550202	Q3231690
Q1550383	Q5741069
Q1550645	Q1154710
Q1550766	Q46831
Q1550922	Q1093829
Q1551002	Q5398426
Q1551170	Q82794
Q1551228	Q6881511 Q4830453
Q1551536	Q8502
Q1551626	Q28640
Q1551807	Q10876391
Q1551994	Q618123 Q131681
Q1552142	Q190928
Q1552212	Q476028
Q1552742	Q766277
Q1552816	Q5
Q1553250	Q33384
Q1553383	
Q1553421	Q215380
Q1554117	Q21198342 Q5398426 Q21191019 Q237338 Q231302
Q1554720	Q5
Q1554859	Q188913
Q1555064	Q8502
Q1555938	Q944816 Q82794 Q473972 Q2418896
Q1556714	Q5
Q1556889	Q5
Q1557388	Q17517379
Q1557390	Q4830453
Q1557440	Q5
Q1557469	Q5
Q1558304	Q5
Q1558952	Q215380
Q1559248	Q41415
Q1559713	Q220505
Q1560054	Q2301325
Q1561072	Q133056 Q2434238
Q1562262	
Q1562401	Q215380
Q1562665	Q5
Q1562943	Q4498974
Q1563108	Q5
Q1563129	Q5
Q1563260	Q220505
Q1563866	Q5
Q1563964	Q5
Q1563979	Q3231690
Q1564024	Q5
Q1564795	Q174736
Q1564939	Q7397
Q1565587	Q2811
Q1565777	Q5398426
Q1566255	Q2305295
Q1566859	Q5
Q1567050	Q875538 Q45400320 Q15936437
Q1567225	Q1002697
Q1567949	Q312466
Q1568118	
Q1568355	
Q1568676	Q375928
Q1568763	Q15836568
Q1568837	Q131569
Q1569011	Q4671286 Q11862829
Q1569078	Q5
Q1569226	Q1368848 Q5633421 Q1791899
Q1569280	Q856076
Q1569624	Q5
Q1570062	
Q1570131	Q5
Q1570210	Q5
Q1570370	
Q1570674	Q7840353 Q36747
Q1570942	Q641226
Q1571023	Q4164871
Q1571322	Q5
Q1571396	Q294414
Q1571929	Q1914636
Q1571984	Q176165 Q871236 Q4388320
Q1572088	Q17339814
Q1572200	Q5
Q1572213	Q40357 Q57831
Q1572766	Q740752
Q1573031	Q156849
Q1573100	Q1002697
Q1573568	Q5
Q1573625	Q11424
Q1573932	Q8072
Q1574250	Q5
Q1574352	Q5398426
Q1574664	Q482994
Q1574706	Q5
Q1574893	Q5
Q1575230	Q5398426
Q1575231	
Q1575233	Q215380
Q1575434	Q4830453
Q1575470	Q22687 Q6881511 Q4830453
Q1575571	Q5
Q1576191	Q4830453
Q1576383	Q178561
Q1576610	Q22687 Q6881511 Q4830453
Q1577574	Q3231690
Q1577587	Q891723 Q6881511 Q4830453
Q1577932	Q482994
Q1578310	Q28598684
Q1578899	Q220505
Q1578941	Q3231690
Q1578972	Q1248784 Q644371
Q1579157	Q361665
Q1579196	Q746359 Q18127
Q1579285	
Q1580618	Q5398426
Q1581373	Q7247856 Q207170 Q7397
Q1581540	Q3231690
Q1582046	Q3231690
Q1582848	Q5
Q1583139	Q134556
Q1584334	Q208569
Q1584816	Q29642842 Q7397
Q1584954	Q5
Q1585745	Q16560
Q1585793	Q5
Q1585801	Q5
Q1585838	Q9212979
Q1585857	Q5398426
Q1586030	Q1002697
Q1586143	Q5
Q1586172	Q23397
Q1586649	Q8072 Q8502
Q1586690	Q5
Q1587677	Q294414
Q1587723	Q131734 Q6881511 Q4830453
Q1588587	Q23002054 Q5059994 Q7315155 Q2238143 Q1059324
Q1588691	Q11173 Q7515021
Q1588986	Q215380
Q1589584	Q14350
Q1591119	Q1007870
Q1592340	Q4830453
Q1592517	Q5
Q1593696	
Q1595419	Q811930 Q4830453
Q1596379	Q618779
Q1596758	Q41176 Q19860854
Q1598445	Q5
Q1600132	Q5
Q1600865	Q5
Q1602312	Q5
Q1602844	Q5
Q1604599	Q9212979
Q1605752	Q7379880 Q24566025
Q1605848	Q5
Q1605871	Q5
Q1605996	Q5
Q1606293	Q5
Q1606589	Q5
Q1606679	Q47481352
Q1606684	Q5
Q1607155	Q5
Q1607801	Q18608583
Q1608008	Q5
Q1608199	Q7366 Q134556
Q1608224	Q5
Q1608476	Q7889
Q1609124	Q5
Q1609449	
Q1610078	Q2074737
Q1610244	Q5
Q1610260	Q5
Q1610272	Q5
Q1611157	Q5
Q1611358	Q5
Q1612006	Q5398426
Q1613549	Q215380
Q1616131	Q5
Q1617382	Q133156
Q1617704	Q1002812
Q1617740	Q5398426
Q1618140	Q5
Q1618805	Q5398426
Q1618810	Q491713
Q1618830	Q6881511 Q4830453
Q1618928	Q5
Q1619098	Q54050
Q1619255	Q482994
Q1619384	Q4830453
Q1620024	Q482994
Q1620075	Q839954 Q486972
Q1620535	Q5
Q1620914	Q9241
Q1621065	Q561068 Q1616075
Q1621107	Q561068 Q5009242 Q1616075
Q1621108	Q4830453
Q1621229	Q5
Q1622068	Q5
Q1622182	Q5
Q1622348	Q8054
Q1622410	Q5
Q1622460	Q5
Q1622615	Q1530022 Q4164871 Q327333
Q1623029	Q1646880
Q1623037	Q7366 Q207628
Q1623300	Q5
Q1623403	Q1445650
Q1624893	Q5
Q1626247	Q5
Q1626496	Q23866334
Q1626501	Q23866334
Q1626521	Q23866334
Q1626541	Q23866334
Q1626553	Q3231690
Q1626555	Q71310524
Q1626573	Q3231690
Q1626577	Q3231690
Q1626592	Q11424
Q1626597	Q71310524
Q1626600	Q3231690
Q1626626	Q3231690
Q1626628	Q71310524
Q1626672	Q3231690
Q1626704	Q3231690
Q1626710	Q23866334
Q1626729	Q23866334
Q1626740	Q3231690
Q1626892	Q5
Q1627230	Q5
Q1627377	
Q1627509	Q215380
Q1627691	Q3231690 Q673687
Q1627802	Q41298
Q1627897	Q5
Q1627905	Q5
Q1628005	Q25391823
Q1628039	Q968159
Q1628282	Q4022
Q1628371	Q41710
Q1628665	Q215380
Q1629009	Q35127
Q1629031	Q215380
Q1629993	Q15142894
Q1630030	Q20741022
Q1630844	Q27686
Q1630928	Q3231690
Q1631000	Q27686
Q1631447	Q41298
Q1631724	Q5
Q1632042	Q215380
Q1632204	Q5
Q1632591	Q134556
Q1632621	Q1075
Q1632708	Q11424
Q1632762	Q215380
Q1633069	Q5
Q1633267	Q46831
Q1633798	Q134556
Q1633928	Q1161185
Q1634046	Q8054
Q1634141	Q34763 Q191992
Q1634401	Q11424
Q1634521	Q5
Q1634701	Q1259759 Q5398426
Q1634751	Q19723451
Q1634826	Q14645593 Q1194951
Q1635129	
Q1635395	Q5
Q1635839	Q215380
Q1635867	Q749622
Q1635932	Q41176 Q1193438
Q1636188	Q2088357
Q1636518	Q208569
Q1636655	Q18127
Q1636958	Q891723 Q4830453
Q1637195	Q5
Q1637212	Q20644555 Q223393
Q1637481	Q23442
Q1637653	Q18812508 Q148578
Q1637839	Q4022
Q1637846	Q3231690
Q1637999	Q5
Q1638282	Q5398426
Q1638351	Q4830453
Q1638417	
Q1638648	Q2479200
Q1638749	Q868557
Q1638770	
Q1638793	Q2001305
Q1638983	Q215380
Q1638986	Q5
Q1639120	Q209939 Q222910
Q1639273	Q178561
Q1639395	
Q1639429	Q5398426
Q1639825	Q16335296 Q12737077
Q1639946	
Q1640134	Q215380
Q1640726	Q3918
Q1641049	Q75135425 Q123705
Q1641162	Q4164871
Q1641276	Q8072
Q1641346	Q33506 Q464780
Q1641485	Q46831
Q1641497	Q13393265
Q1642036	Q1093829
Q1642148	
Q1642480	Q5
Q1642981	Q5
Q1644597	Q16970
Q1644600	Q5
Q1645286	Q13393265 Q847017
Q1645344	Q5398426
Q1645369	Q283202
Q1645734	Q134556
Q1646181	Q1357964 Q1549591 Q515
Q1646408	Q11773926
Q1646474	Q5398426
Q1647325	Q23015914 Q41863069 Q16513881
Q1647674	Q482994
Q1647771	Q5
Q1647780	Q215380
Q1647787	Q5
Q1648333	Q5
Q1648474	
Q1649375	Q8054
Q1650120	Q19723444
Q1650217	Q5
Q1650633	Q3375722 Q15632617
Q1650668	Q5
Q1650718	
Q1650918	Q8502
Q1650952	Q5
Q1651187	Q19723451
Q1651256	Q7397
Q1651543	Q506240
Q1651553	Q6881511 Q4830453
Q1651768	Q8502
Q1651780	Q11424
Q1651882	Q8502
Q1653069	
Q1653128	Q28816538
Q1653280	Q618779
Q1653985	Q6881511 Q4830453
Q1654408	Q5
Q1654751	Q13221722 Q486972 Q2198484
Q1655008	Q6881511 Q4830453
Q1655162	Q131186
Q1655183	Q7366 Q207628
Q1655360	Q5
Q1655425	Q5
Q1656259	Q15891112 Q2570643
Q1656412	Q4830453
Q1656454	Q1248784
Q1656624	Q2561694 Q148837 Q3024240
Q1656800	Q695850
Q1656834	Q11424
Q1656877	Q5398426
Q1656883	Q5
Q1657006	Q1248784
Q1657653	Q695850 Q498162
Q1658005	Q5
Q1658262	Q19720191 Q1110794
Q1658569	Q935741
Q1658835	Q5
Q1659456	Q1143635
Q1659574	Q5
Q1659804	Q1344
Q1661272	Q5
Q1661792	Q5
Q1661955	Q5
Q1662036	Q5
Q1662409	Q3231690
Q1662414	Q3231690
Q1663007	Q215380
Q1663286	Q93352 Q40080
Q1664128	Q4830453
Q1664881	Q215380
Q1666118	Q20180855 Q18984099 Q4830453
Q1666506	Q43229 Q220505
Q1666659	Q220505
Q1666743	Q31855
Q1666958	Q59861107
Q1667155	Q27787439
Q1667692	Q2495862
Q1668081	Q5398426
Q1668332	Q15056993
Q1668695	Q9212979
Q1668856	Q41176 Q207694 Q15206795
Q1669189	Q5398426
Q1670065	Q3231690
Q1670279	Q3231690
Q1671419	Q215380
Q1671650	Q43229
Q1671928	Q5
Q1672050	Q5
Q1672169	Q4022
Q1672282	Q5
Q1672799	Q1076486
Q1672817	Q7188
Q1673079	Q4830453
Q1673410	Q5
Q1673747	Q8072 Q8502
Q1673765	Q103817 Q41710
Q1674067	Q23442
Q1674580	
Q1674581	Q6881511 Q4830453
Q1674747	Q4306757
Q1674844	Q5
Q1674908	Q5
Q1675238	Q5
Q1675632	Q11424
Q1675793	Q5
Q1675830	Q3231690
Q1676080	Q134556
Q1676325	Q6881511 Q4830453
Q1676793	Q11424
Q1677044	Q5
Q1677142	Q749622
Q1677210	Q5
Q1677236	Q5
Q1677690	Q8502 Q169358
Q1677736	Q5
Q1678088	Q5
Q1678092	Q5
Q1678102	Q5
Q1678478	Q11424
Q1679567	Q3957 Q515 Q856076
Q1679677	Q5
Q1680084	Q5
Q1680318	Q7944
Q1680343	Q5
Q1680406	Q5
Q1680529	Q5
Q1681085	Q5
Q1681118	Q5
Q1681126	Q1154710
Q1681294	Q5
Q1681320	Q5
Q1681353	
Q1681356	Q5
Q1681386	Q18511725
Q1681424	Q5
Q1682007	Q5
Q1682029	Q5
Q1682405	Q6881511 Q4830453
Q1682880	Q5
Q1683255	Q215380
Q1683281	Q3046146 Q10648343
Q1683354	Q3284499
Q1683782	Q5741069
Q1684080	Q37002670
Q1684482	Q2088357
Q1684756	Q5
Q1684760	Q5
Q1684913	Q5
Q1684997	Q2095
Q1685087	Q5
Q1685364	Q5
Q1685459	Q5
Q1685524	Q5
Q1685541	Q5
Q1685558	Q5
Q1685775	Q5
Q1685828	Q5
Q1685859	Q5
Q1685888	Q5
Q1686208	Q3231690
Q1686221	Q3231690
Q1686370	Q5
Q1686582	Q5
Q1686745	Q5
Q1686755	Q5
Q1686757	Q2785216
Q1686926	Q5
Q1686988	Q2977
Q1687645	Q6881511 Q4830453
Q1688148	Q5
Q1688743	Q23002054 Q1739398
Q1688866	Q18127
Q1689075	Q5
Q1689480	Q9212979
Q1690749	Q5
Q1691420	Q5
Q1691519	Q5
Q1691652	Q5
Q1692000	Q5
Q1692707	Q1137109
Q1697292	Q483110
Q1697391	Q16567729
Q1697506	Q12737077
Q1698340	Q3231690
Q1699319	Q5
Q1699460	Q5
Q1699618	Q5
Q1699620	Q5
Q1699649	Q41298
Q1699682	Q5
Q1699875	Q5
Q1699958	Q5
Q1700049	Q5
Q1700102	Q5
Q1700111	Q5
Q1700517	Q5
Q1700723	Q5
Q1700734	Q3231690
Q1701025	Q5
Q1701260	Q5
Q1701450	Q5
Q1701529	Q5
Q1702104	Q5
Q1702341	Q5
Q1702407	Q5
Q1702471	Q5
Q1702748	Q11424
Q1702760	Q5
Q1702838	Q5
Q1703027	Q5
Q1703223	Q5
Q1703323	Q5
Q1703350	Q5
Q1703440	Q5
Q1705010	Q5
Q1705361	Q1093829
Q1706609	Q5
Q1706727	Q5
Q1706794	Q5
Q1706893	Q5
Q1707029	Q5
Q1707098	Q5
Q1707151	Q486972
Q1707325	Q5
Q1707370	Q18918041
Q1707634	Q5
Q1707705	Q1542343
Q1707734	Q5
Q1707816	Q215380
Q1707903	Q482994
Q1707912	Q5
Q1707976	Q5
Q1708098	Q486972
Q1708210	Q2085381 Q1320047 Q479716
Q1708320	Q1248784
Q1708592	Q5
Q1710030	Q5
Q1710378	Q5
Q1710391	Q5
Q1710580	Q5
Q1710747	Q749622
Q1710868	
Q1710999	Q824979
Q1711695	Q4164871
Q1712227	Q5
Q1712253	
Q1713263	Q5
Q1714110	Q21188110
Q1714258	Q5
Q1715649	Q240313
Q1716735	Q1451906
Q1718027	Q3231690
Q1718830	Q47461344
Q1719051	Q5
Q1719158	Q215380
Q1719460	Q581714
Q1719471	Q11424
Q1720857	Q2095
Q1722057	Q3231690
Q1722685	Q3231690
Q1722842	
Q1722851	
Q1723031	Q294414
Q1723154	
Q1723723	Q3957
Q1723744	Q41298
Q1724341	
Q1724595	Q3231690
Q1724922	Q5
Q1725648	Q3231690
Q1725802	Q215380
Q1726184	Q3231690
Q1728309	Q185113 Q34763
Q1728332	Q185113
Q1733453	Q215380
Q1733969	Q11424
Q1735037	Q3957 Q515 Q856076
Q1735573	Q878249
Q1735699	Q5398426
Q1736182	Q56242250
Q1736370	Q5
Q1737068	Q215380
Q1737332	Q188451
Q1738030	Q5
Q1738476	Q11424
Q1738798	Q34442
Q1739112	Q23866334
Q1739880	Q5
Q1739959	
Q1740190	Q5
Q1740280	Q5
Q1740384	Q5
Q1740521	Q5
Q1740717	Q5
Q1741270	Q23413
Q1741329	Q18127
Q1741837	Q30109942
Q1742048	Q5
Q1742206	Q14350
Q1742211	
Q1743621	Q3091020 Q37002670
Q1743865	Q329683 Q338313 Q17366755
Q1743883	Q15911738 Q12323
Q1744327	Q1792379
Q1744489	Q4022
Q1744694	Q1187580
Q1746023	
Q1746945	Q6881511 Q4830453
Q1747368	Q506240
Q1747710	Q811979
Q1747983	Q15891112 Q2570643
Q1748199	Q5
Q1748504	Q5
Q1748858	Q47461344
Q1749063	Q4164871
Q1749089	Q5
Q1749360	Q5
Q1749770	Q15303456 Q1154710
Q1749961	Q215380
Q1751153	Q5
Q1751281	Q5
Q1751317	Q1002697 Q1110794
Q1751381	Q4022
Q1751466	
Q1751470	Q334453
Q1751495	Q56219758 Q3024240
Q1751859	Q29431432
Q1752108	Q274586 Q3231690
Q1752700	Q215380
Q1752743	
Q1752875	Q3231690
Q1752957	Q215380
Q1753088	Q208569
Q1753500	Q5
Q1753717	
Q1754115	Q482994
Q1754320	Q786820 Q431289 Q20074337
Q1754362	Q3231690
Q1754375	Q7366 Q2188189
Q1754539	Q482994
Q1754746	Q3231690
Q1754823	Q5
Q1755168	Q482994
Q1755236	Q7278
Q1755317	
Q1755642	Q482994
Q1755702	Q1153191 Q1110794
Q1755719	Q29168811
Q1755731	Q215380
Q1755865	Q23866334
Q1756018	Q297868 Q9143
Q1756139	Q3231690
Q1757196	Q11424
Q1757442	Q3231690
Q1758072	Q5398426
Q1758078	Q11424
Q1758126	
Q1758322	Q4830453
Q1758364	Q41298
Q1758473	Q178561
Q1759693	Q3413329 Q3957
Q1760078	Q294414
Q1760562	Q215380
Q1760838	Q4830453
Q1761381	Q742313 Q3024240
Q1761872	Q1110794
Q1762809	Q1093829
Q1762833	Q1093829
Q1763090	Q49848
Q1763206	Q5
Q1763312	Q2198484
Q1763948	
Q1763992	Q11424
Q1764394	Q46831
Q1764481	Q11424
Q1764501	Q1153191 Q1110794
Q1765486	Q5
Q1765683	Q482994
Q1766199	Q5
Q1766280	Q5292
Q1767472	Q11424
Q1767493	Q5398426
Q1767904	Q5
Q1768199	Q5292 Q35127
Q1768318	Q482994
Q1769526	Q13406463 Q294414
Q1769711	Q5
Q1770335	Q5
Q1770535	Q4830453
Q1770618	Q18663579
Q1770803	Q5
Q1771129	Q5
Q1771680	Q212198
Q1771774	Q1149652
Q1771817	Q5
Q1771991	Q5
Q1772141	Q5
Q1772204	Q15891112 Q2570643
Q1772440	Q5
Q1772493	Q1093829
Q1772772	Q5398426
Q1772811	Q1646880
Q1772822	Q1149652
Q1772867	Q5398426
Q1772901	Q5398426
Q1772909	Q5
Q1772910	Q60031086
Q1773095	Q5
Q1773500	Q5
Q1773517	Q86622
Q1773534	Q22731 Q165632 Q11432 Q3559
Q1773790	Q847017
Q1774573	Q3231690
Q1774629	Q3957 Q7543008
Q1774848	Q913337
Q1776696	Q483110
Q1777169	Q4022
Q1778212	Q4830453
Q1778321	Q3918
Q1778613	
Q1778780	Q1093829
Q1778821	
Q1778845	Q46831
Q1779147	Q23866334
Q1779317	Q41298
Q1779581	Q4164871
Q1779838	
Q1780632	Q39715
Q1780830	Q4022
Q1781211	
Q1781286	Q5
Q1781317	Q215380
Q1781396	Q40056
Q1781826	Q3231690
Q1782700	Q210167
Q1782823	Q5
Q1782850	Q5
Q1782980	Q3918
Q1783159	Q11303 Q3284499
Q1783255	
Q1783259	Q2485448 Q163740
Q1783363	Q134556
Q1783399	Q3395377 Q44613
Q1783541	Q3231690
Q1783568	Q3231690
Q1783634	Q41176
Q1783730	Q131569
Q1784016	Q846662
Q1784324	Q15056995
Q1784789	Q856076
Q1784989	Q1136342 Q16017119 Q15632617
Q1785211	Q22698
Q1785302	Q15229207
Q1785725	Q11424
Q1785777	Q215380
Q1785861	Q1959314 Q46169
Q1786254	Q4830453
Q1787206	Q2154459
Q1787498	Q11424
Q1787522	Q868410
Q1787842	Q5
Q1788115	Q515
Q1788187	Q11424
Q1788333	Q134556
Q1788580	Q5
Q1788906	Q1110794
Q1789031	Q321263
Q1789749	Q1110794
Q1789937	Q5
Q1789963	Q856076
Q1790333	Q3231690
Q1790354	Q618779
Q1790396	Q5
Q1790510	Q41298
Q1790883	Q5
Q1790935	Q5
Q1791348	Q31855 Q4830453
Q1791872	Q11424
Q1792516	Q7366 Q856713
Q1795015	Q1153191 Q1002697
Q1797240	Q5
Q1797336	Q1149652
Q1797430	Q5398426
Q1797566	Q5
Q1797707	Q5
Q1797758	Q1248784 Q644371
Q1797924	
Q1798084	Q3184121 Q515
Q1798539	Q1896949
Q1798554	Q215380
Q1798750	Q3957
Q1798765	Q25379
Q1798898	Q1110794
Q1799045	Q1110794
Q1799949	Q2142568
Q1800422	Q5
Q1800541	Q170321
Q1800874	Q751708
Q1801817	Q6881511 Q4830453
Q1802044	Q4421
Q1802106	Q5
Q1802491	Q188509
Q1802829	Q5
Q1804855	Q11424
Q1806308	Q52371
Q1806324	
Q1806831	Q5398426
Q1806924	Q3231690
Q1806985	Q5
Q1807070	Q15416
Q1807073	Q220505
Q1807377	Q11424
Q1808364	Q3231690
Q1808580	Q1328864
Q1808946	Q3231690
Q1808977	Q5398426 Q1555508
Q1809086	Q2867136
Q1809207	Q5
Q1809211	Q107679
Q1809440	Q1110794
Q1809595	Q55488
Q1809643	Q3231690
Q1809697	Q5
Q1809754	Q5398426
Q1809938	Q3231690
Q1810065	Q215380
Q1810082	Q1684600
Q1810437	Q1616075
Q1810661	Q15056993
Q1810753	Q618779
Q1810862	Q4201890 Q8346700 Q31855
Q1810871	Q11424
Q1810996	Q3231690
Q1811029	Q15634554 Q3024240
Q1811625	Q1093829 Q62049
Q1811634	Q5
Q1811939	Q5398059
Q1811957	Q5
Q1812063	Q23397
Q1812612	Q215380
Q1812858	Q637846 Q2867136
Q1812866	Q2867136 Q37002670
Q1812886	Q63565766 Q21505397
Q1813225	Q482994
Q1814074	Q1750705
Q1814381	Q3231690
Q1814446	Q645883
Q1814507	Q3231690 Q4830453
Q1814517	Q3231690
Q1814540	Q3231690
Q1814771	Q17299750
Q1814867	Q1192063
Q1814946	Q5398426
Q1814970	Q3231690
Q1815027	Q210112
Q1815078	Q172839 Q214609
Q1815344	Q4164871
Q1815602	Q3231690
Q1816061	Q5
Q1816079	Q3231690
Q1816205	Q5398426
Q1816282	Q4830453
Q1816563	Q5
Q1817448	Q4830453
Q1817561	Q5398426 Q986699
Q1817687	Q751892 Q7278
Q1818020	Q38723 Q3918
Q1818526	Q3231690
Q1818767	Q5
Q1818867	Q5
Q1818977	Q5
Q1819009	Q5
Q1819419	Q5
Q1820293	Q3231690
Q1820383	Q5
Q1820425	
Q1820473	Q3231690
Q1820504	Q5
Q1820746	Q5
Q1820792	Q5
Q1820955	Q5
Q1821070	Q532
Q1821884	Q5
Q1822148	Q5
Q1823053	Q215380
Q1823140	Q5
Q1823418	Q5
Q1823443	Q1242743 Q208569
Q1823563	Q208569
Q1823812	Q11424
Q1823996	Q5398426
Q1824069	Q207694
Q1824506	Q4022
Q1824576	Q208569
Q1824622	Q208569
Q1824663	Q34442
Q1824883	Q208569
Q1825683	Q41298
Q1826958	Q5
Q1827587	Q83620
Q1832957	Q5398426
Q1833753	Q215380
Q1834571	Q5
Q1834751	Q7366
Q1835079	Q4830453
Q1837290	Q167270 Q6881511 Q726870 Q507619 Q4830453
Q1837662	Q5398426
Q1837807	Q4164871
Q1840161	
Q1841525	Q15632617 Q188784 Q15711870 Q6498903 Q14831768 Q15773347
Q1844333	
Q1848414	Q41298
Q1848445	
Q1848697	Q31855
Q1848967	Q11424
Q1849089	Q5
Q1849230	Q4022
Q1849861	Q5
Q1849955	Q11424
Q1850485	Q152732
Q1850527	Q178561
Q1851201	Q5
Q1851264	Q9212979
Q1851465	Q5
Q1851858	Q198
Q1851906	Q5
Q1852000	Q5
Q1852204	Q5
Q1852367	Q5
Q1852679	Q532 Q1115575
Q1853433	Q1002697
Q1853515	Q17279032 Q4164871
Q1853584	Q4830453
Q1854061	Q6881511 Q4830453
Q1854343	Q9135 Q920890
Q1854639	
Q1855427	Q618779
Q1855669	Q1936384
Q1856418	Q11424
Q1856887	Q7989796 Q34442 Q6973377
Q1857774	Q3957 Q1115575
Q1857821	Q5
Q1858012	Q24354
Q1858071	Q46169
Q1858188	Q11424
Q1858285	Q11424
Q1858584	Q3231690
