Q15	Q5107
Q1104026	Q7278
Q1104405	Q23002039 Q3918
Q1104537	Q3957
Q1105124	Q4830453
Q1105344	Q5
Q1105621	Q5
Q1105726	Q5
Q1105784	
Q1105851	Q4830453 Q6881511
Q1105893	Q1344695
Q1106236	Q87167
Q1106252	Q5
Q1106266	Q484170
Q1106359	Q5
Q1106511	Q14350
Q1106523	Q484170
Q1106567	Q5
Q1106579	Q484170
Q1106683	Q5
Q1106971	Q482994
Q1107006	Q5
Q1107048	Q4830453
Q1107146	Q29292775
Q1107661	Q484170 Q21869758
Q1107765	Q215380
Q1107962	Q1093829
Q1108185	Q486972
Q1108317	Q5
Q1108445	Q43702 Q1250464 Q3024240
Q1108462	Q5
Q1108465	Q5
Q1108606	Q5
Q1109093	Q23002054 Q20925702 Q1377182
Q1109203	Q5
Q1109255	Q11424
Q1109582	Q2001305
Q1109649	Q5
Q1109794	Q178561
Q1109870	Q219875
Q1110257	Q5
Q1110294	Q5
Q1110321	Q5
Q1110668	Q5
Q1111122	Q482994
Q1111151	Q7397
Q1111226	Q3957
Q1111305	Q2001305
Q1111310	Q618779
Q1111429	Q215380
Q1111475	Q5
Q1111640	Q62078547 Q23002039 Q615150
Q1112008	Q25379
Q1112164	Q5
Q1112436	Q2590631
Q1112515	Q2385804 Q45400320 Q3918
Q1112728	Q5
Q1112885	Q269218
Q1112985	Q209824
Q1113311	Q56061 Q1549591 Q515 Q1637706 Q5119
Q1113332	Q5
Q1113375	Q2276925 Q2074737
Q1113395	Q2276925
Q1113428	Q80096233 Q37049
Q1113541	Q18127
Q1113804	Q4830453 Q6881511
Q1114032	Q131569
Q1114414	Q7889
Q1114448	Q28640
Q1114836	Q7278
Q1114903	Q3539870
Q1114938	Q3539870
Q1114954	Q3539870
Q1115005	Q7889 Q78444225
Q1115021	Q7889
Q1115314	Q18127
Q1115575	
Q1115613	Q3305213
Q1115809	Q134556
Q1115886	Q5
Q1116034	Q5
Q1116106	Q5
Q1116112	Q484170
Q1116147	Q5
Q1116241	Q5
Q1116554	Q215380
Q1116732	Q194203
Q1117025	Q2198484
Q1117046	Q137535
Q1117048	Q2659904
Q1117578	Q189445
Q1117704	Q207694
Q1117972	Q786820
Q1118213	Q3231690
Q1118348	Q11446
Q1118765	Q5
Q1119094	Q65943
Q1120020	Q5
Q1120316	Q5398426
Q1120443	Q1002812
Q1120631	
Q1120684	Q215380
Q1120838	Q476028
Q1121020	Q317623 Q494823
Q1121359	Q5
Q1121411	Q9212979
Q1121429	Q269218
Q1121436	Q19953632 Q1351282
Q1121917	Q5
Q1122136	Q5
Q1122290	Q2276925 Q2074737
Q1122433	Q58840819
Q1122504	Q4830453 Q6881511
Q1122661	Q5398426
Q1122815	Q18127
Q1122828	Q5
Q1123266	Q18127
Q1123407	Q1154710
Q1123618	Q5
Q1123635	Q17412622 Q786820
Q1123900	Q7278
Q1123917	Q11424
Q1123947	Q18127
Q1124061	Q18127
Q1124153	Q2608849 Q18127
Q1124181	Q483110
Q1124266	Q215380
Q1124334	Q7366
Q1124620	Q14406742
Q1124647	Q5398426 Q21191019
Q1124720	Q13415367
Q1124849	Q18127
Q1124850	Q5
Q1125051	Q5297
Q1125300	Q32880
Q1125371	Q5398426
Q1125399	Q618779
Q1125614	Q3231690
Q1126054	Q4830453
Q1126102	Q7278
Q1126131	Q207338
Q1126146	Q7889
Q1126244	Q4830453 Q6881511
Q1126265	Q69883
Q1126918	Q2016362
Q1127094	Q5
Q1127374	Q215380
Q1127380	Q184644 Q38723
Q1127630	Q11424
Q1127717	Q4894405
Q1128266	Q7278
Q1128321	Q7278
Q1128324	
Q1128332	Q11032
Q1128384	Q127448
Q1128612	
Q1128631	Q476028
Q1128750	Q11424
Q1128764	Q7889
Q1128986	Q5
Q1129086	Q482994
Q1129110	Q11446
Q1129179	Q215380
Q1129334	Q5
Q1129439	Q208569
Q1129443	Q25768329
Q1129650	Q476028
Q1129726	Q3957
Q1129736	Q34442
Q1129774	Q614084
Q1129844	Q482994
Q1129850	Q5398426
Q1129985	Q27020041
Q1130075	Q215380
Q1130093	Q3231690
Q1130244	Q476028
Q1130337	Q27020041
Q1130395	Q11424
Q1130457	Q383092 Q380093
Q1130480	Q12178928
Q1130512	Q11424
Q1130516	Q22746
Q1130591	Q3231690
Q1130602	Q28598684
Q1130708	Q18127
Q1130799	Q5398426 Q1358344
Q1130856	Q777120
Q1131016	Q11446
Q1131356	Q15229229
Q1131475	Q210167
Q1131535	Q5
Q1131541	Q811979
Q1131614	
Q1131639	Q777120
Q1131823	Q11424
Q1131870	Q2608849 Q18127
Q1131872	Q777120
Q1131978	Q1620908
Q1132213	Q498162 Q17343829
Q1132302	Q46831
Q1132346	Q45400320 Q62078547 Q23002039 Q615150
Q1132384	Q5
Q1132408	Q47461344
Q1132413	Q483110
Q1132431	Q5
Q1132497	Q5
Q1132636	Q414147
Q1132701	Q5
Q1132810	Q7889
Q1132822	
Q1132927	Q5
Q1132941	Q39594
Q1132992	Q3231690
Q1133288	Q44539
Q1133414	Q55818
Q1133544	Q15127012
Q1133563	
Q1133606	Q2394680
Q1133621	Q5
Q1133623	Q5503
Q1133731	Q5
Q1133734	Q482994
Q1133735	Q4830453 Q6881511
Q1133807	Q215380
Q1134044	Q682943
Q1134073	Q777120
Q1134180	Q1351282
Q1134191	Q1261499 Q178561
Q1134282	Q3231690
Q1134319	Q15221215
Q1134347	Q5
Q1134355	Q14623646
Q1134411	Q215380
Q1134615	Q5741069
Q1134648	Q11424
Q1134659	Q58840819
Q1134669	Q58840819
Q1134679	Q644371
Q1134686	
Q1134709	Q23442
Q1134782	Q11424
Q1134915	Q210167
Q1134918	Q5
Q1135222	Q3957
Q1135239	Q532
Q1135315	Q5741069
Q1135416	Q247073
Q1135539	
Q1135565	Q5
Q1135577	Q41298
Q1135694	Q34442
Q1135713	Q3231690
Q1135715	Q3238851
Q1135847	Q7889
Q1135849	Q14660
Q1135981	Q21188110
Q1136127	Q3700011 Q26262476
Q1136336	Q618779
Q1136434	Q5
Q1136466	Q5
Q1136482	Q1344
Q1136702	
Q1136727	Q3664326 Q7278
Q1136766	Q936518
Q1136769	Q7889
Q1136894	Q7889
Q1136919	Q62078547 Q23002039 Q615150
Q1136956	Q56682555
Q1137081	Q215380
Q1137109	
Q1137136	Q46970
Q1137310	Q11424
Q1137444	Q5
Q1137451	Q11563 Q17737
Q1137551	Q913337
Q1137608	
Q1137665	Q45400320 Q3918
Q1137694	Q193622
Q1137809	
Q1137842	Q8085295 Q86622
Q1137896	Q659563
Q1138064	Q588140 Q3499307
Q1138132	Q5398426 Q506240
Q1138174	Q215380
Q1138187	
Q1138248	Q101352
Q1138359	Q5398426
Q1138493	Q484170 Q21869758
Q1138539	Q58840819
Q1138559	Q5398426
Q1138587	Q5
Q1138619	Q5
Q1138671	
Q1138776	Q134556
Q1138847	Q532 Q15221373 Q62049
Q1138896	Q5
Q1138905	Q5398426
Q1138912	Q2755753
Q1138941	Q1328899 Q194166
Q1139085	Q1187580
Q1139095	Q476028
Q1139110	Q46831
Q1139136	Q188451
Q1139147	Q5
Q1139148	Q4022
Q1139198	Q5
Q1139216	Q131186
Q1139271	Q13393265
Q1139295	Q1863818
Q1139341	Q18127
Q1139518	Q11424
Q1139533	Q2001305
Q1139546	
Q1139653	Q182531
Q1139716	Q208569
Q1139785	Q4240305
Q1139803	Q7058673
Q1139912	Q5
Q1139923	
Q1139986	Q3231690
Q1140055	Q215380 Q281643
Q1140069	Q18536594
Q1140096	Q215380
Q1140115	Q35798
Q1140154	Q5398426 Q1054760
Q1140185	Q7725634
Q1140214	Q208569
Q1140254	Q5398426
Q1140373	Q63171169
Q1140388	Q17412622 Q786820 Q20074337
Q1140488	Q5
Q1140542	Q23002054 Q6540832 Q3660535
Q1140557	Q13741
Q1140567	
Q1140572	Q12323
Q1140706	Q4164871
Q1140952	Q3231690
Q1140960	Q210167
Q1141032	Q7725634
Q1141068	Q137773
Q1141096	Q25295
Q1141104	Q1154710
Q1141123	Q270791 Q4830453 Q6881511
Q1141149	Q193622
Q1141245	Q210167
Q1141259	Q1154710
Q1141267	Q4830453 Q891723
Q1141422	Q46970
Q1141483	Q5
Q1141493	Q11424
Q1141552	Q850450
Q1141746	Q11424
Q1141765	Q2198484
Q1141817	Q215380
Q1141823	Q7889
Q1141858	Q839954 Q515
Q1141915	Q1076486 Q24354
Q1142034	Q378427
Q1142044	Q852151
Q1142059	Q852151
Q1142061	Q4830453
Q1142225	Q644371 Q1248784
Q1142226	Q210167
Q1142317	Q210337 Q20825628 Q166142
Q1142327	Q1616075
Q1142338	Q5
Q1142393	Q1154710
Q1142454	Q484170
Q1142456	Q32178211 Q18127
Q1142489	Q2235308
Q1142544	Q31855
Q1142671	Q13406463
Q1142687	Q7278
Q1142731	
Q1142773	Q15079663
Q1142789	Q5
Q1142812	Q484170
Q1142818	Q1616075
Q1142856	Q5
Q1142865	Q51617
Q1142885	Q1151733
Q1142906	Q215380
Q1142913	Q7278
Q1142917	Q3918
Q1143087	Q659563
Q1143242	Q3918
Q1143278	Q2755753 Q3957
Q1143281	Q2418495 Q1972829 Q269770
Q1143289	Q1321960
Q1143294	Q215380
Q1143317	Q46831
Q1143329	Q11424
Q1143358	Q1151733
Q1143454	Q13226541 Q80096233
Q1143481	Q41298
Q1143497	Q43229
Q1143510	Q18328097 Q4240305
Q1143518	Q1616075
Q1143522	Q43229
Q1143524	Q50068795
Q1143552	Q748198 Q123705
Q1143659	Q210167
Q1143667	Q15127012
Q1143678	Q5
Q1143847	
Q1144009	Q23691
Q1144118	Q247073
Q1144233	Q1248784 Q644371
Q1144673	Q184644 Q38723 Q3918
Q1144739	Q2039348
Q1144837	Q49371
Q1144874	Q5503
Q1144907	Q18127
Q1144925	Q151885
Q1144935	Q25403900
Q1144962	Q11424
Q1144968	Q18127
Q1145070	Q153026
Q1145275	Q11424
Q1145370	Q7889
Q1145374	Q7725634
Q1145385	Q839954
Q1145420	Q7889
Q1145565	Q5
Q1145652	Q215380
Q1145694	Q936518 Q431289
Q1145714	Q294414
Q1145766	Q4830453
Q1145853	Q46831
Q1145885	Q215380
Q1145980	Q3320743
Q1146096	Q18127
Q1146254	Q43229 Q742421
Q1146335	Q201658
Q1146382	Q208569
Q1146479	Q2198484
Q1146594	Q378427
Q1146602	Q32178211 Q16017119 Q54982412 Q10648343
Q1146685	Q3231690
Q1146772	Q4830453
Q1146839	Q5
Q1146905	Q210167
Q1147042	Q20825628 Q21125433 Q1224999 Q4485157 Q21570197
Q1147129	Q56682555
Q1147148	Q811979
Q1147163	Q486972
Q1147191	Q483110
Q1147441	Q19953632 Q164142
Q1147515	Q1649296
Q1147561	Q247073
Q1147568	Q247073
Q1147717	Q193622
Q1147919	Q34763
Q1148233	Q13027888
Q1148501	Q5
Q1148508	
Q1148514	Q644371
Q1148579	Q2001305
Q1148970	Q5
Q1149041	Q476028
Q1149089	Q1321960
Q1149597	Q749622
Q1149599	Q5
Q1149601	Q483110
Q1149608	Q749622
Q1149927	Q7889
Q1149968	
Q1150105	Q875538 Q615150 Q15936437 Q23002039 Q123705 Q7638697
Q1150186	Q3027597 Q3451071
Q1150229	Q5
Q1150279	Q18536594
Q1150306	Q618779
Q1150378	Q12136
Q1150409	Q5
Q1150437	Q875538
Q1150506	Q134556 Q7366
Q1150644	Q5
Q1150809	Q1259759 Q11424
Q1150893	Q1093829
Q1150930	Q11424
Q1150946	Q5398426
Q1150996	Q2140699
Q1151059	Q5
Q1151062	Q3539870
Q1151119	Q728937
Q1151177	Q483110
Q1151361	Q23442 Q8502
Q1151431	Q850450
Q1151453	Q850450
Q1151481	Q5
Q1151510	Q482994
Q1151604	Q5398426
Q1151816	Q5
Q1151866	Q19832486
Q1151970	Q3257686
Q1152081	Q5398426 Q1054760
Q1152143	Q222910
Q1152238	Q15079663
Q1152240	Q4830453
Q1152351	Q1259759 Q506240 Q5398426
Q1152445	Q188443
Q1152944	Q5
Q1153032	Q18127
Q1153056	Q5
Q1153094	Q557206 Q902104 Q3918
Q1153176	Q694589
Q1153185	Q5
Q1153239	Q5
Q1153299	Q15238777
Q1153330	Q484170 Q21869758
Q1153338	Q18127
Q1153385	Q11436
Q1153389	
Q1153446	Q4830453 Q6881511
Q1153480	Q15265344
Q1153554	Q2977 Q120560
Q1153753	Q3778417
Q1153939	Q1093829
Q1153998	Q5
Q1154044	Q7889
Q1154057	Q212238 Q1162163 Q4164871 Q140686
Q1154245	Q18127
Q1154266	Q7889
Q1154267	Q5
Q1154357	Q1936384
Q1154385	
Q1154393	Q327333
Q1154552	Q137773
Q1154683	Q3027597 Q1207451
Q1154812	Q5
Q1154839	Q46970
Q1154938	Q209163
Q1154944	Q5
Q1155038	Q19832486
Q1155244	Q5
Q1155605	Q187588
Q1155668	Q4830453 Q6881511
Q1155688	
Q1155719	Q482994
Q1155836	Q682943
Q1155891	Q1122846
Q1155907	Q3231690
Q1156045	Q4830453
Q1156128	Q5
Q1156334	Q334453
Q1156513	Q215380
Q1156598	Q581634
Q1156604	Q14756018 Q14073567 Q2301325
Q1156725	Q484170
Q1156831	
Q1156878	Q5
Q1156883	Q3231690
Q1156894	Q12973014
Q1157099	Q18127
Q1157372	Q11424
Q1157387	Q15416 Q1358344
Q1157706	Q5
Q1158144	Q164950
Q1158152	Q5
Q1158189	Q5
Q1158191	Q11424
Q1158220	Q12308941
Q1158434	Q5
Q1158485	Q101352 Q11455398
Q1158566	Q101352
Q1158776	Q55488
Q1158784	Q5
Q1158882	Q101352
Q1159007	Q5
Q1159014	Q5
Q1159017	Q5
Q1159023	Q12308941
Q1159201	
Q1159250	Q1344
Q1159408	Q45242174 Q515 Q188509
Q1159479	Q482994
Q1159846	Q4164871
Q1159871	Q5
Q1160192	Q7278
Q1160214	
Q1160662	Q484170
Q1161145	Q223393
Q1161275	Q5
Q1161297	Q62078547 Q38723
Q1161538	Q5
Q1161670	Q184356
Q1161691	Q3231690
Q1161813	Q4164871
Q1161836	Q16979650 Q215380
Q1162040	
Q1162294	Q366301
Q1162398	Q11424
Q1162928	Q6498663
Q1162983	Q1462047
Q1163138	
Q1163140	Q2590631
Q1163234	Q34770
Q1163281	Q484170
Q1163305	Q484170
Q1163447	Q9212979
Q1163537	Q5398426
Q1163600	Q484170 Q21869758
Q1163715	Q15991290 Q6631808
Q1163724	Q17127659
Q1164389	Q1555508
Q1164475	Q618779
Q1164703	Q5
Q1164742	Q5398426
Q1164760	Q11446
Q1164775	Q5
Q1164836	Q23012917
Q1165439	Q216337 Q215380
Q1165506	Q9212979 Q3046146
Q1165546	Q93352 Q1496967
Q1165625	Q4830453 Q6881511
Q1165866	Q581714
Q1165900	Q16979650 Q215380
Q1165991	Q11448906
Q1166025	Q7278
Q1166121	Q509686
Q1166142	Q169872
Q1166225	Q5398426
Q1166602	Q484170
Q1166618	Q1936384
Q1166709	Q484170
Q1167397	Q23866334
Q1168094	Q7889
Q1168125	Q11424
Q1168604	Q5
Q1168742	Q5
Q1169110	Q11424
Q1169328	Q11424
Q1170309	Q7889
Q1171765	Q506240
Q1171809	Q5
Q1171983	Q15056995
Q1171993	Q15056995
Q1172113	Q5
Q1172213	Q210167
Q1172544	Q484170
Q1172586	Q5
Q1172599	
Q1172835	Q484170
Q1172903	
Q1173030	Q34442
Q1173284	Q5
Q1173376	Q5
Q1173680	Q5
Q1174055	Q5
Q1174295	Q484170
Q1174451	Q5
Q1174470	Q5
Q1174507	Q5
Q1174604	Q5
Q1174690	Q5
Q1174721	Q5
Q1174743	Q5
Q1175437	Q5
Q1175576	Q5
Q1176073	Q5
Q1176298	Q1616075
Q1176322	Q5
Q1176410	Q482994
Q1176977	Q5
Q1177207	Q5
Q1177358	Q5
Q1177647	Q5
Q1178577	Q5
Q1179040	Q5741069
Q1179301	Q2292572
Q1179312	Q215380
Q1179317	Q5
Q1179599	Q23002054 Q3918
Q1179895	Q11032
Q1180166	Q1110794
Q1180513	Q5
Q1180627	Q137535
Q1180870	Q222910
Q1180940	Q7889
Q1181099	Q5
Q1181278	Q215380
Q1182481	Q498162 Q17343829
Q1182609	Q11424
Q1182647	Q777120
Q1182912	Q5398426
Q1183277	Q2617664
Q1183314	Q5
Q1183317	Q777120
Q1183413	Q777120
Q1183770	Q2608849 Q18127
Q1183784	Q215380
Q1183865	Q5741069
Q1183935	Q561068 Q2001305
Q1183967	Q1620945 Q23002039 Q3918 Q615150
Q1184005	Q777120
Q1184149	Q2039348 Q2779745
Q1184680	Q4830453
Q1184769	Q777120
Q1184891	Q21010817
Q1184978	Q4830453 Q891723
Q1185021	Q777120
Q1185031	Q4830453
Q1185203	Q18511725 Q3957
Q1185319	Q4830453 Q6881511
Q1185362	Q2087773
Q1185532	Q5
Q1185782	Q777120
Q1185824	Q163740 Q24634210 Q1358344 Q1555508
Q1185829	Q11424
Q1185863	Q4830453
Q1185947	Q3918
Q1186049	Q5
Q1186119	Q3231690
Q1186236	Q559026
Q1186339	Q1110794
Q1186424	Q1254874 Q2961832 Q1141770
Q1186541	Q3539870
Q1186623	Q21010817
Q1186838	Q777120
Q1186888	Q2630741
Q1187041	Q27702623 Q9035798 Q5888666
Q1187058	Q210167 Q2013644
Q1187066	Q220505
Q1187140	Q22808403 Q928830
Q1187273	Q210167
Q1187307	Q4830453
Q1187354	Q5
Q1187440	Q63952888
Q1187452	Q55818 Q1475691
Q1187505	Q4830453 Q6881511
Q1187574	Q5
Q1187658	Q134556
Q1187698	Q5
Q1187817	Q62049 Q21010817
Q1188005	Q32096
Q1188158	Q32096
Q1188429	Q27020041
Q1188615	Q13406463
Q1188853	Q980509
Q1189001	Q5
Q1189081	Q5
Q1189147	Q5
Q1189165	Q426043
Q1189206	Q659563
Q1189231	
Q1189262	Q5
Q1189319	Q5
Q1189467	Q5616099
Q1189477	Q19832486
Q1189796	Q5
Q1189803	Q3863
Q1190004	Q217691
Q1190006	Q740752
Q1190058	
Q1190093	Q32096
Q1190123	Q4164871
Q1190129	Q5
Q1190223	
Q1190562	Q18127
Q1190570	Q1673189 Q7278
Q1190585	Q3257686
Q1190597	Q17343829 Q123705
Q1190614	Q494829
Q1190666	Q486972
Q1190698	Q486972
Q1190763	Q16023911
Q1190803	Q875157
Q1190812	Q45400320 Q62078547 Q23002039
Q1190881	Q4830453 Q6881511
Q1191058	Q134556
Q1191102	Q7278 Q23702035
Q1191177	Q5
Q1191273	Q23442
Q1191335	Q23002054 Q3918
Q1191537	Q18127
Q1191554	Q5
Q1191559	Q5
Q1191622	Q5162954
Q1191636	Q205020 Q506883 Q166142
Q1191778	Q5
Q1191836	
Q1191897	Q210167
Q1191944	Q7889
Q1192010	Q11424
Q1192035	Q506240
Q1192143	Q486972
Q1192147	Q431603 Q163740
Q1192171	Q11424
Q1192416	Q486972
Q1192514	Q7889
Q1192574	Q476028
Q1192577	Q16970 Q9592
Q1192619	Q265662 Q3918
Q1192628	Q5
Q1192651	
Q1192780	Q399811
Q1192783	Q11424
Q1192838	Q6589202 Q4481741 Q327333
Q1192872	Q20019082
Q1192889	Q2198484 Q7688
Q1192945	Q7889
Q1192975	Q7725634
Q1193089	Q5
Q1193145	Q210167
Q1193195	Q190928
Q1193204	Q1258086 Q1412205
Q1193412	Q486972 Q3024240
Q1193428	Q5
Q1193437	Q5
Q1193438	
Q1193440	Q1478443 Q163740
Q1193496	Q5398426
Q1193512	Q5398426
Q1193547	Q23002054 Q3918
Q1193678	Q210167
Q1193736	Q47461344
Q1193843	Q18127
Q1193879	Q1138279
Q1193894	Q11424
Q1193943	Q1344
Q1193969	Q25379
Q1194195	Q1194583
Q1194248	Q841985
Q1194303	Q20741022
Q1194365	Q201658
Q1194456	Q20739124 Q18127
Q1194571	Q581714
Q1194681	Q2198484
Q1194696	Q2198484 Q7688
Q1194761	Q222910
Q1194817	Q25379
Q1194828	Q209939
Q1194878	Q5398426
Q1194915	Q640506
Q1194944	Q5
Q1195270	Q294414
Q1195411	Q47461344 Q11079823
Q1195578	
Q1195612	Q15125752
Q1195766	
Q1195808	Q5
Q1195880	Q7889
Q1195945	Q7889
Q1196011	Q20741022
Q1196089	Q277759
Q1196516	Q47461344 Q277759
Q1196603	Q1154710
Q1196605	Q618779
Q1196836	Q5398426
Q1196843	
Q1196877	Q486972 Q515
Q1196965	Q5
Q1197004	Q7725634
Q1197011	Q1344
Q1197161	Q4830453 Q6881511
Q1197167	Q47461344
Q1197183	Q5
Q1197236	Q11424
Q1197895	Q740752
Q1198141	Q659563
Q1198506	Q5185279
Q1198515	Q3305213
Q1198553	Q1151733
Q1198574	Q1110794 Q4830453
Q1198580	Q7889
Q1198587	Q7725634
Q1198588	Q1667921
Q1198739	Q47461344
Q1198819	Q1070990
Q1198839	Q7725634
Q1198892	Q23442
Q1199051	Q7889
Q1199175	
Q1199207	Q11032
Q1199390	Q1065118
Q1199417	Q7725634
Q1199663	Q1289426
Q1199711	Q11424
Q1200091	Q4830453
Q1200092	Q5
Q1200368	Q18127
Q1200510	Q4830453 Q6881511
Q1200552	Q4830453 Q6881511
Q1200647	Q7725634 Q5185279
Q1200678	Q201658
Q1200732	Q11424
Q1200745	Q1289426
Q1200831	Q5
Q1200988	Q207170
Q1201015	Q7889
Q1201098	Q23442
Q1201247	Q1136948 Q474748
Q1201504	Q1289426
Q1201513	Q45400320 Q3918
Q1201528	Q5398426
Q1201673	Q1289426
Q1201832	Q750215
Q1201909	Q196600
Q1202003	Q17326725 Q1807108
Q1202021	Q414147 Q1966910 Q15911314
Q1202039	Q38723 Q3918 Q189004
Q1202117	Q15221215
Q1202221	
Q1202383	Q5
Q1202569	Q7927908
Q1202623	Q208569
Q1202628	Q2442401 Q20739124 Q18127 Q219577
Q1202868	
Q1202976	Q4174776
Q1203237	Q1059478 Q1054813
Q1203242	Q7889
Q1203377	Q1428357
Q1203551	Q1059478 Q1054813
Q1203637	Q11446
Q1203736	Q5
Q1203874	
Q1203970	Q1059478 Q1054813
Q1204160	Q4022
Q1204309	Q1122846
Q1204516	Q27491613
Q1204596	Q1059478 Q1054813
Q1204714	Q23002054 Q3918
Q1205595	Q18127
Q1205706	Q5
Q1206203	Q1122846
Q1206799	Q4830453
Q1207361	Q641066
Q1207752	Q641078
Q1207825	Q515
Q1208020	Q1059478 Q1054813
Q1208021	Q215380
Q1208114	Q5
Q1208345	Q40056
Q1208392	Q22808404 Q928830
Q1208460	Q9135
Q1208814	Q5
Q1209227	Q4830453 Q6881511
Q1209390	Q11424
Q1209486	Q11879590
Q1209571	Q294414
Q1209658	Q7725634
Q1209669	Q476028
Q1209733	Q3918
Q1210225	Q209939
Q1210241	Q10689397
Q1210346	Q47461344 Q12607437
Q1210511	Q5
Q1210571	Q5
Q1210731	Q13025342
Q1211352	Q506240
Q1211672	Q11424
Q1212139	Q11424
Q1212325	Q11424
Q1212415	Q18089617 Q202866 Q336144
Q1212692	Q11424
Q1212861	Q3305213
Q1213641	Q7725634
Q1213770	Q47461344
Q1213778	Q19832486
Q1214043	Q7725634
Q1214091	Q7725634
Q1214203	Q5
Q1214462	Q47461344
Q1215366	Q25379
Q1215564	Q11424
Q1215884	Q15991290
Q1215953	Q7725634
Q1217032	Q5
Q1217242	Q11424
Q1217867	Q17517379
Q1218113	Q5
Q1218180	Q161726
Q1219227	Q5
Q1219665	Q11424
Q1219785	Q11424
Q1221747	Q11879590
Q1221778	Q18536594
Q1221899	Q930752 Q11862829
Q1222127	Q18536594
Q1222449	Q18536594
Q1222651	Q18536594
Q1223155	Q5
Q1223162	Q5
Q1223508	Q515 Q9259
Q1223685	Q133492 Q83818856
Q1223916	Q3957
Q1224621	Q215380
Q1224697	Q4830453 Q6881511
Q1224715	Q1789476 Q193424 Q35127
Q1224739	Q210167
Q1225185	Q5
Q1225345	Q5
Q1225727	Q5
Q1225951	Q5
Q1226071	Q6382533
Q1226082	Q532
Q1226440	Q7210356
Q1226653	Q5
Q1226805	Q5
Q1226990	Q5
Q1227369	Q618779
Q1227511	Q166280 Q4830453
Q1227524	Q4164871
Q1227994	Q2074737
Q1228043	Q2074737
Q1228724	Q5
Q1228829	Q23442
Q1229035	Q210167
Q1229047	Q5398426 Q15416
Q1229094	Q532
Q1229114	Q5
Q1229470	Q46831
Q1229758	Q3539870
Q1229797	Q3539870
Q1229798	Q3539870
Q1229856	Q5
Q1229869	Q3539870
Q1229910	Q3539870
Q1229917	Q33506 Q16560
Q1230183	Q5
Q1230276	Q5
Q1230295	Q740752 Q4830453
Q1230495	Q5
Q1230528	Q5
Q1230668	Q5
Q1230874	Q47232
Q1230908	Q5
Q1230929	Q34985575
Q1230936	Q708676 Q955824
Q1230987	Q7307130
Q1230990	Q5
Q1231078	
Q1231141	Q17468125
Q1231580	Q5
Q1231633	Q5
Q1231642	Q5
Q1231930	Q215380
Q1232108	Q5
Q1232116	Q44613
Q1232437	Q5
Q1232452	Q5
Q1232630	Q5
Q1232633	Q968159 Q4502119
Q1232704	Q7366
Q1232732	Q221409
Q1233206	Q17205
Q1233321	Q5
Q1233326	Q378427
Q1233430	Q15078955 Q2514025
Q1233675	Q5153359
Q1233784	Q2385804 Q278697 Q19844914
Q1233985	Q18608583
Q1234120	Q3231690
Q1234249	Q3231690 Q850270
Q1234401	Q215380
Q1234590	Q4830453
Q1234657	Q5
Q1234789	Q1115575 Q3957
Q1234905	Q1115575 Q3957
Q1235148	Q5
Q1235217	Q5
Q1235307	Q1115575 Q3957
Q1235510	Q2630741 Q3957
Q1235523	Q5
Q1235614	Q5
Q1235647	Q5
Q1235813	Q5
Q1235943	Q47461344
Q1236099	Q5
Q1236131	Q5
Q1236138	Q5
Q1236246	Q55593624
Q1236274	Q5
Q1236294	Q5
Q1236406	Q5
Q1236511	Q839954 Q23413 Q109607
Q1236587	Q56242235
Q1236601	
Q1236665	Q2864737 Q30634609 Q56242235 Q2065736 Q570116
Q1237007	Q5
Q1237040	Q5
Q1237071	Q5
Q1237122	Q5
Q1237299	Q82794
Q1237329	Q205985
Q1237508	Q5
Q1237740	Q5
Q1237930	Q5
Q1237961	Q476028
Q1238159	Q5
Q1238298	Q5
Q1238400	Q18127
Q1238574	Q5
Q1238588	Q5
Q1238654	Q5
Q1238669	Q5
Q1238923	Q41298
Q1238986	Q5
Q1239036	Q5
Q1239148	Q5
Q1239214	Q215380
Q1239326	Q210167
Q1239648	Q5
Q1239832	Q5
Q1239845	Q18127
Q1240096	Q1336152 Q3024240
Q1240416	Q5
Q1240736	Q5
Q1240981	Q215380
Q1241007	Q532
Q1241163	Q207694
Q1241270	Q839954 Q88205
Q1241607	Q5
Q1242049	Q5
Q1242400	Q2074737
Q1242441	Q1115575 Q3957
Q1242626	Q5
Q1242655	Q12308941
Q1243071	Q7278
Q1243853	Q5
Q1243870	Q5
Q1244613	Q2630741
Q1245212	Q5
Q1245253	Q82794
Q1245484	Q1320047
Q1245714	Q5
Q1245744	Q2983893
Q1245779	Q5
Q1246149	Q1872284
Q1246266	Q5
Q1246713	Q46831
Q1246941	Q486972
Q1247034	Q5
Q1247086	
Q1247158	Q5398426
Q1247168	Q1259759
Q1247174	Q5
Q1247201	Q5398426
Q1247264	Q486972 Q3957
Q1247334	Q5398426
Q1247373	Q2418495 Q1972829 Q269770 Q1713379
Q1247505	Q234460
Q1247529	Q5398426
Q1247542	Q5398426
Q1247562	Q5398426
Q1247786	Q1115575 Q3957
Q1247803	Q5398426
Q1247808	Q5
Q1247815	Q1115575 Q3957
Q1248011	Q5398426
Q1248150	Q3957
Q1248335	Q5398426
Q1248394	Q5
Q1248538	Q11424
Q1248558	Q58840819
Q1248631	Q5
Q1248757	Q5
Q1248784	
Q1248842	Q5
Q1248874	
Q1249255	Q74063
Q1249453	
Q1249577	Q5398426
Q1249711	Q5
