sentence,prediction,gold,is_same
[CLS] Børre:2 Rønningen:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Børre:2 Rønningen:3,Socialist Left Party | Socialist Left Party,False
[CLS] Bill Eaton is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] George Porter is a member of the [MASK] [MASK] political party . [SEP],United States,Labour Party | Labour | Labour Party | Labour Party ( UK ),False
[CLS] Tamás Katona:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],U . S .,Hungarian Democratic Forum | Hungarian Democratic Forum,False
[CLS] Dennis Dawson is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Canada | Grits:2 | LPC:2 | Liberal Party of Canada,False
[CLS] José Antonio Labordeta:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Chunta:2 Aragonesista:3 | Chunta:2 Aragonesista:3,False
[CLS] T . Rasalingam:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Tamil United Liberation Front | Tamil United Liberation Front,False
[CLS] Jussi Vatanen:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Jussi - Va,Social Democratic Party of Finland | Finlands Socialdemokratiska:5 Parti | SDP | Social Democratic Party of Finland | Suomen Sosialidemokraattinen:6 Puolue:3 | demarit:3,False
[CLS] K . Palanisamy:4 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Palanisamy:4,All India Anna Dravida:3 Munnetra:3 Kazhagam:4 | AIADMK:4 | All India Anna Dravida:3 Munnetra:3 Kazhagam:4,False
[CLS] Justin Keating:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Labour Party | Labour Party,False
[CLS] Rajesh:2 Khanna:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Indian National Congress | Congress | INC:2 | Indian National Congress,False
[CLS] Jean Roy is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Liberal Party of Canada | Grits:2 | LPC:2 | Liberal Party of Canada,False
[CLS] Lois Brown is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Conservative Party of Canada | Conservative Party of Canada | Parti conservateur du Canada | Tories:2,False
"[CLS] George Grennell:3 , Jr . is a member of the [MASK] [MASK] political party . [SEP]",Tea Party,National Republican Party | National Republican Party,False
[CLS] Rafael Cancel:2 Miranda is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Puerto Rican:2 Nationalist:2 Party | Puerto Rican:2 Nationalist:2 Party,False
[CLS] Dipika:3 Damerla:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Ontario Liberal Party | Grits:2 | Liberal Party of Ontario | Ontario Liberal Party,False
[CLS] Jami:2 - Lee Ross is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Jami:2 - Lee Ross,New Zealand National Party | National Party of New Zealand | New Zealand National Party,False
[CLS] Napoléon Séguin:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],L ' Union,Quebec Liberal Party | PLQ:2 | Parti liberal du Quebec | Parti libéral du Québec | Quebec Liberal Party,False
[CLS] Arnold Tusa:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Progressive Conservative Party of Saskatchewan | Progressive Conservative Party of Saskatchewan,False
[CLS] Françoise d ' Eaubonne:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],D ' Eaubonne:3,French Communist Party | French Communist Party | PCF:2 | Parti communiste français,False
[CLS] William McLean Hamilton is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Progressive Conservative Party of Canada | Progressive Conservative Party of Canada,False
[CLS] Jovan:2 Krkobabić:3 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Jovan:2 Krkobabić:3,Party of United Pensioners:3 of Serbia | Party of United Pensioners:3 of Serbia,False
[CLS] Maurice Vellacott:3 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Conservative Party of Canada | Conservative Party of Canada | Parti conservateur du Canada | Tories:2,False
[CLS] Frederick Kidd is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Progressive Conservative Association of Alberta | Alberta Progressive Conservative Party | Progressive Conservative Association of Alberta | Progressive Conservative Party of Alberta | Tories:2,False
[CLS] Faye B . Culp:2 is a member of the [MASK] [MASK] political party . [SEP],United States,Republican Party | GOP:2 | Grand Old Party | Republican Party | Republican Party ( United States ) | Republicans | United States Republican Party,False
[CLS] S . John Jacob is a member of the [MASK] [MASK] [MASK] political party . [SEP],S . John,Indian National Congress | Congress | INC:2 | Indian National Congress,False
[CLS] Gladys Strum:2 is a member of the [MASK] [MASK] political party . [SEP],United States,Co - operative Commonwealth Federation | CCF:2 | Co - operative Commonwealth Federation,False
[CLS] Ricardo Urzúa:3 Rivera is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Joseph Godbout:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Médoc:3,Liberal Party of Canada | Grits:2 | LPC:2 | Liberal Party of Canada,False
[CLS] Vojislav:3 Mihailović:2 is a member of the [MASK] [MASK] political party . [SEP],Republika Srpska,Serbian Renewal:2 Movement | Serbian Renewal:2 Movement,False
[CLS] Mustapha:3 Harun:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],K K K,United Sabah National Organisation | United Sabah National Organisation,False
[CLS] Lech Kuropatwiński:4 is a member of the [MASK] [MASK] political party . [SEP],Tor Tor,Self - Defence of the Republic of Poland | Self - Defence of the Republic of Poland,False
[CLS] Gladys Berejiklian:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Nakhtiari:4,Liberal Party of Australia | Lib:2 | Liberal Party of Australia,False
[CLS] Henry Stanislas:3 Harwood:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Liberal Party of Canada | Grits:2 | LPC:2 | Liberal Party of Canada,False
[CLS] Samuel Carey Bradshaw:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Opposition Party | Opposition Party,False
[CLS] Óscar García Barrón:2 is a member of the [MASK] [MASK] political party . [SEP],Social Social,Institutional:2 Revolutionary Party | Institutional:2 Revolutionary Party | National Revolutionary Party | Partido Constitucionalista:2 | Partido de centro izquierda | Party of the Mexican Revolution,False
[CLS] Rafi:2 Elul:2 is a member of the [MASK] [MASK] political party . [SEP],Rafi:2,Israeli Labor Party | Avoda:2 | HaAvoda:3 | Israeli Labor Party | Mifleget:3 Ha ' Avodah:3,False
[CLS] Fred Daly is a member of the [MASK] [MASK] political party . [SEP],United States,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] Georgios:2 Voulgarakis:4 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Anarchist:3,New Democracy | New Democracy,False
[CLS] Dan Albas:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],U . S .,Conservative Party of Canada | Conservative Party of Canada | Parti conservateur du Canada | Tories:2,False
[CLS] Gerhard Stoltenberg:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Germany,Christian Democratic Union | CDU | Christian Democratic Union | Christian Democratic Union of Germany | Christlich:2 Demokratische:3 Union | Christlich:2 Demokratische:3 Union Deutschlands,False
[CLS] Graciano:3 Antuña:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Antuña:3,Spanish Socialist Workers ' Party | PSOE | Partido Socialista Obrero:2 Español | Spanish Socialist Workers ' Party,False
[CLS] Ernst Meyer is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Communist Party of Germany,Communist Party of Germany | Communist Party of Germany | KPD,True
[CLS] Ray Thomas is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Social Credit Party of Canada | Social Credit Party | Social Credit Party of Canada,False
[CLS] Marko Đurić:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Republic of Serbia,Serbian Progressive Party | Serbian Progressive Party,False
[CLS] Rich Whitney is a member of the [MASK] [MASK] political party . [SEP],United States,Illinois Green Party | Illinois Green Party,False
[CLS] Zhang Xueliang:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of China,Kuomintang:3 | Chinese Nationalist:2 Party | GMD:2 | Guomindang:3 | KMT:2 | Kuomintang:3 | Kuomintang:3 of China,False
[CLS] Ghulam:3 Hassan Pinglana:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],BJP:3,Indian National Congress | Congress | INC:2 | Indian National Congress,False
[CLS] Fanny Brownbill:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] Bernhard Rapkay:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],P P P,Social Democratic Party of Germany | SPD | Social Democratic Party of Germany | Sozialdemokratische:6 Partei Deutschlands,False
[CLS] Gordon Fogo:2 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Liberal Party of Canada | Grits:2 | LPC:2 | Liberal Party of Canada,False
[CLS] Irene Blanco Becerra:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,National Action Party | National Action Party | PAN | Partido Accion:2 Nacional | Partido Acción Nacional,False
[CLS] Frank Gaha:2 is a member of the [MASK] [MASK] political party . [SEP],Af Af,Australian Labor Party | ALP:2 | Australian Labor Party | Australian Labour Party | Labor | Labor Environment Action Network | The Australian Labor Party,False
[CLS] Sophie in ' t Veld:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],PvdA:3,Democrats 66 | D66:2 | Democrats 66,False
[CLS] Charles Marcil:2 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Liberal Party of Canada | Grits:2 | LPC:2 | Liberal Party of Canada,False
[CLS] Angus MacLean:3 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Progressive Conservative Party of Prince Edward Island | Progressive Conservative Party of Prince Edward Island,False
[CLS] Erling:2 Bentzen:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Norway,Communist Party of Norway | Communist Party of Norway,False
[CLS] Henry McQuillan:5 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Progressive Conservative Party of Canada | Progressive Conservative Party of Canada,False
[CLS] Karl Döhler:3 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],Karl Döhler:3,Christian Social Union of Bavaria | CSU | CSU ( DE ) | Christian Social Union in Bavaria | Christian Social Union of Bavaria | Christlich:2 - Soziale:2 Union,False
[CLS] Kodiyeri:3 Balakrishnan:4 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Bharatiya:4 Party,Communist Party of India ( Marxist:2 ) | CPI:2 ( M ) | Communist Party of India ( Marxist:2 ),False
"[CLS] Anthony Jacobs , Baron Jacobs is a member of the [MASK] [MASK] political party . [SEP]",United Kingdom,Liberal Democrats | Lib:2 Dems:2 | Liberal Democrats,False
[CLS] Reshef:3 Hen is a member of the [MASK] [MASK] [MASK] political party . [SEP],Ras Ras Ras,Shinui:2 | Shinui:2,False
[CLS] Helga Pedersen is a member of the [MASK] [MASK] [MASK] political party . [SEP],Ar Ar Ar,Norwegian Labour Party | Labour Party | Norwegian Labour Party,False
[CLS] Raghunath:4 Singh is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],Raghunath:4 Singh,Indian National Congress | Congress | INC:2 | Indian National Congress,False
[CLS] Karl Hans Strobl:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social - Social,Nazi Party | NSDAP | National Socialist German Workers ' Party | Nationalsozialistische:4 Deutsche Arbeiterpartei:2 | Nazi Party,False
[CLS] Teodoro Sandiko:2 is a member of the [MASK] [MASK] political party . [SEP],Radikal:2,Nacionalista:2 Party | Nacionalista:2 Party,False
[CLS] Javier Carrasquillo:4 is a member of the [MASK] [MASK] political party . [SEP],Social Social,New Progressive Party of Puerto Rico | New Progressive Party of Puerto Rico | PNP:2,False
[CLS] Ágnes:2 Molnár:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],U . S .,Fidesz:3 | Fidesz:3 | Fidesz:3 - Magyar Polgári:2 Szövetség:2 - Keresztény:4 Demokrata:3 Néppárt:3,False
[CLS] Bert Leboe:3 is a member of the [MASK] [MASK] political party . [SEP],Labour Party,Social Credit Party of Canada | Social Credit Party | Social Credit Party of Canada,False
[CLS] Curtis Malloch:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,Progressive Conservative Party of New Brunswick | Progressive Conservative Party of New Brunswick,False
[CLS] Alexander Ilyich:3 Yegorov:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Party of Russia,Communist Party of the Soviet Union | Bolshevik:3 Party | CPSU:2 | Communist Party of the Soviet Union | RCP:2 ( b ) | Russian Communist Party ( Bolsheviks:4 ),False
[CLS] Bart Somers:2 is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],P . P .,Open Flemish:3 Liberals:2 and Democrats | Open Flemish:3 Liberals:2 and Democrats | Open Vlaamse Liberalen:2 en Democraten:2 | Open Vld:2 | VLD:2,False
[CLS] Stuart Agnew:3 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Commons,UK Independence Party | UK Independence Party | UKIP:2 | Ukip:2 | United Kingdom Independence Party,False
[CLS] Barbara Ronson:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],House of Lords,Liberal Democrats | Lib:2 Dems:2 | Liberal Democrats,False
[CLS] César Jáuregui:3 Robles:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],Social Democratic Party,National Action Party | National Action Party | PAN | Partido Accion:2 Nacional | Partido Acción Nacional,False
[CLS] Josef Albert Meisinger:2 is a member of the [MASK] [MASK] [MASK] [MASK] [MASK] political party . [SEP],K K K K K,Nazi Party | NSDAP | National Socialist German Workers ' Party | Nationalsozialistische:4 Deutsche Arbeiterpartei:2 | Nazi Party,False
[CLS] Sardar:2 Muhammad Yaqoob:4 Khan Nasar:2 is a member of the [MASK] [MASK] [MASK] political party . [SEP],BJP:3,Pakistan Muslim League ( N ) | PML:2 - N | Pakistan Muslim League ( N ),False
[CLS] John Prescott is a member of the [MASK] [MASK] [MASK] [MASK] political party . [SEP],"Labour Party , a",Labour Party | Labour | Labour Party | Labour Party ( UK ),False
